ac97_top,8029,-0.06761,-18.32592,0.3310182683513574,14,0,0,82.79311326265214,0
ac97_top,8000,-0.32788,-295.32640999999995,0,0,0,0,6.97468134959738,0
ac97_top,8000,-0.32788,-295.32640999999995,0,0,0,0,6.97468134959738,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
aes_cipher_top,11631,-0.32272,-91.72376,0,0,0,0,8.61714160921409,0
aes_cipher_top,11631,-0.32272,-91.72376,0,0,0,0,8.61714160921409,0
aes_cipher_top,11631,-0.32272,-91.72376,0,0,0,0,8.61714160921409,0
aes_cipher_top,11631,-0.32272,-91.72376,0,0,0,0,8.61714160921409,0
aes_cipher_top,11631,-0.32272,-91.72376,0,0,0,0,8.61714160921409,0
aes_cipher_top,11628,-0.32859,-92.02973,0,0,0,0,8.572949507998796,0
aes_cipher_top,11628,-0.32859,-92.02973,0,0,0,0,8.572949507998796,0
aes_cipher_top,11628,-0.32859,-92.02973,0,0,0,0,8.572949507998796,0
aes_cipher_top,11628,-0.32859,-92.02973,0,0,0,0,8.572949507998796,0
aes_cipher_top,11600,-0.33952,-92.78171,0,0,0,0,8.416162722033679,0
aes_cipher_top,11600,-0.33952,-92.78171,0,0,0,0,8.416162722033679,0
fpu,20204,-4.49348,-167.59953,0,0,0,0,9.603471533851309,0
fpu,20204,-4.47817,-167.6205,0,0,0,0,9.603481090078645,0
fpu,20223,-4.4193299999999995,-164.55094,0,0,0,0,9.623766914214697,0
fpu,20214,-4.3363000000000005,-159.97464000000002,0,0,0,0,9.639458974906889,0
fpu,20215,-4.30573,-159.41761,0,0,0,0,9.647597955467582,0
fpu,20153,-4.49182,-168.24623,0,0,0,0,9.313273602241175,0
fpu,20153,-4.49182,-168.24623,0,0,0,0,9.313273602241175,0
fpu,20153,-4.49182,-168.24623,0,0,0,0,9.313273602241175,0
ac97_top,8029,-0.06761,-18.32592,0.3310182683513574,14,0,0,82.79311326265214,0
ac97_top,8169,-0.23906,-277.50930999999997,0,0,0,0,8.413296477670297,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
ac97_top,8189,-0.23151,-254.21202,0,0,0,0,11.968830763087668,0
aes_cipher_top,11698,-0.28787999999999997,-83.29463,0,0,0,0,12.446077983269198,0
aes_cipher_top,11694,-0.32766,-83.78289,0,0,0,0,12.446470724779951,0
aes_cipher_top,11694,-0.32766,-83.78289,0,0,0,0,12.446470724779951,0
aes_cipher_top,11691,-0.30319999999999997,-83.30524000000001,0,0,0,0,12.438248922028963,0
aes_cipher_top,11575,-0.31405,-86.51223,0,0,0,0,11.779706766365658,0
aes_cipher_top,11660,-0.31518,-85.20176,0,0,0,0,12.207550095416456,0
fpu,20324,-4.33707,-161.88622,0,0,0,0,16.017567531645923,0
fpu,20376,-4.20052,-154.94814000000002,0,0,0,0,16.32794143182736,0
fpu,20399,-4.20559,-155.3113,0,0,0,0,16.242356774014056,0
fpu,20307,-4.15236,-154.44512,0,0,0,0,16.011142526245383,0
fpu,20307,-4.1501,-154.47633,0,0,0,0,16.01455651622499,0
fpu,20296,-4.21501,-155.58762,0,0,0,0,16.00109877200346,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
aes_cipher_top,11698,-0.28787999999999997,-83.29463,0,0,0,0,12.446077983269198,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
aes_cipher_top,11698,-0.28787999999999997,-83.29463,0,0,0,0,12.446077983269198,0
ac97_top,8029,-0.06761,-18.32592,0.3310182683513574,14,0,0,82.79311326265214,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8189,-0.2125,-253.64156,0,0,0,0,11.968806496063513,0
ac97_top,8029,-0.06761,-18.32592,0.3310182683513574,14,0,0,82.79311326265214,0
ac97_top,8029,-0.06761,-18.32592,0.3310182683513574,14,0,0,82.79311326265214,0
ac97_top,8029,-0.06761,-18.32592,0.3310182683513574,14,0,0,82.79311326265214,0
ac97_top,8251,-0.05379,-40.60104,0,0,0,0,83.0400320127973,0
ac97_top,8251,-0.12694,-72.00312,0.5793591717484503,12,0.6531487996936856,1,83.0400320127973,0
