ac97_top_,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0,8035,-6.829149999999999,-6.829149999999999,0,0,0,0,84.23951762462009,0
ac97_top_01,8035,-6.81121,-6.81121,0,0,0,0,84.88880711362332,0
ac97_top_012,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_0123,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_01234,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_012343,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_0123433,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_01234333,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0,8035,-6.829149999999999,-6.829149999999999,0,0,0,0,84.23951762462009,0
ac97_top_01,8035,-6.81121,-6.81121,0,0,0,0,84.88880711362332,0
ac97_top_012,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_0123,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_01234,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_012343,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_0123433,8035,-6.82012,-6.82012,0,0,0,0,84.90855721284603,0
ac97_top_,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_01,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_012,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0123,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_01234,8029,-6.82588,-6.82588,0,0,0,0,84.69968109854966,0
ac97_top_012340,8029,-6.80306,-6.80306,0,0,0,0,84.90643378534016,0
ac97_top_0123400,8029,-6.91822,-6.91822,0,0,0,0,85.07461240303896,0
ac97_top_,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_01,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_012,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0123,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_01234,8029,-6.82588,-6.82588,0,0,0,0,84.69968109854966,0
ac97_top_012340,8029,-6.80306,-6.80306,0,0,0,0,84.90643378534016,0
ac97_top_0123400,8029,-6.91822,-6.91822,0,0,0,0,85.07461240303896,0
ac97_top_,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_01,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_012,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0123,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_01234,8029,-6.82588,-6.82588,0,0,0,0,84.69968109854966,0
ac97_top_012340,8029,-6.80306,-6.80306,0,0,0,0,84.90643378534016,0
ac97_top_0123400,8029,-6.91822,-6.91822,0,0,0,0,85.07461240303896,0
ac97_top_,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
ac97_top_0,8029,-6.099069999999999,-6.099069999999999,0,0,0,0,84.00441661255212,0
